image_id,labels
sparse_residential_area_786,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_787,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_788,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_789,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_790,"['bare soil', 'buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_791,"['buildings', 'chaparral', 'pavement', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_792,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_793,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_794,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_795,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_796,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_797,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_798,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_799,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_800,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_801,"['bare soil', 'buildings', 'chaparral', 'pavement', 'road', 'sparse residential area', 'trees']"
sparse_residential_area_802,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_803,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_804,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_805,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_806,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_807,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_808,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_809,"['buildings', 'chaparral', 'grass', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_810,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_811,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_812,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_813,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_814,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_815,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_816,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_817,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_818,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_819,"['bare soil', 'buildings', 'chaparral', 'field', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_820,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_821,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_822,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_823,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_824,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_825,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_826,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_827,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_828,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_829,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_830,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_831,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_832,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_833,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_834,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_835,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_836,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_837,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_838,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_839,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_840,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_841,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_842,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_843,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_844,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_845,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_846,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_847,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_848,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_849,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_850,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_851,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_852,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_853,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_854,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_855,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_856,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_857,"['buildings', 'chaparral', 'pavement', 'road', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_858,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_859,"['buildings', 'chaparral', 'grass', 'pavement', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_860,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_861,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_862,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_863,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_864,"['buildings', 'chaparral', 'pavement', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_865,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_866,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_867,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_868,"['buildings', 'chaparral', 'grass', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_869,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_870,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_871,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_872,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_873,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_874,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_875,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_876,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_877,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_878,"['buildings', 'chaparral', 'grass', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_879,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_880,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_881,"['buildings', 'chaparral', 'grass', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_882,"['buildings', 'chaparral', 'grass', 'pavement', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_883,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_884,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_885,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_886,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_887,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_888,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_889,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_890,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_891,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_892,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_893,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_894,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_895,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_896,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_897,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_898,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_899,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_900,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_901,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_902,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_903,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_904,"['buildings', 'chaparral', 'pavement', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_905,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_906,"['bare soil', 'buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_907,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_908,"['bare soil', 'buildings', 'chaparral', 'field', 'grass', 'pavement', 'road', 'sparse residential area', 'trees']"
sparse_residential_area_909,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_910,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_911,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_912,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_913,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_914,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_915,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_916,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_917,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_918,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_919,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_920,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_921,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_922,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_923,"['buildings', 'chaparral', 'grass', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_924,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_925,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_926,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_927,"['buildings', 'chaparral', 'grass', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_928,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_929,"['buildings', 'chaparral', 'grass', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_930,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_931,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_932,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_933,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_934,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_935,"['buildings', 'chaparral', 'pavement', 'road', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_936,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_937,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_938,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_939,"['buildings', 'chaparral', 'grass', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_940,"['buildings', 'chaparral', 'grass', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_941,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_942,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_943,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_944,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_945,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_946,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_947,"['buildings', 'chaparral', 'grass', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_948,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_949,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_950,"['buildings', 'chaparral', 'grass', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_951,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_952,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_953,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_954,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_955,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_956,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_957,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_958,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_959,"['buildings', 'chaparral', 'grass', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_960,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_961,"['buildings', 'chaparral', 'grass', 'pavement', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_962,"['buildings', 'chaparral', 'grass', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_963,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_964,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_965,"['buildings', 'chaparral', 'grass', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_966,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_967,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_968,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_969,"['buildings', 'chaparral', 'grass', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_970,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_971,"['buildings', 'chaparral', 'grass', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_972,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_973,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_974,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'water']"
sparse_residential_area_975,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_976,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_977,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_978,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_979,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_980,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_981,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_982,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_983,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_984,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_985,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_986,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_987,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_988,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_989,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_990,"['buildings', 'chaparral', 'grass', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_991,"['buildings', 'chaparral', 'grass', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_992,"['buildings', 'chaparral', 'grass', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_993,"['buildings', 'chaparral', 'grass', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_994,"['buildings', 'chaparral', 'grass', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_995,"['buildings', 'chaparral', 'grass', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_996,"['buildings', 'chaparral', 'grass', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_997,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_998,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_999,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_1000,"['buildings', 'chaparral', 'grass', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_1001,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_1002,"['buildings', 'chaparral', 'grass', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_1003,"['buildings', 'chaparral', 'grass', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_1004,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_1005,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_1006,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_1007,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_1008,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_1009,"['buildings', 'chaparral', 'grass', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_1010,"['buildings', 'chaparral', 'grass', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
